text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-14T01:33:44Z,FALSE,NA,1228130168109137920,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MYounique,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-14T01:31:32Z,FALSE,NA,1228129616747008000,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",meirlandau10,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-14T01:15:39Z,FALSE,NA,1228125618220478464,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",aje430150,54,TRUE,FALSE,NA,NA
Coping with Market Volatility #StockMarket #Taxes #Market #Dow #Nasdaq #S&amp;P500 https://t.co/FSFdWI8yWL https://t.co/5Sg7N8zJbd,FALSE,0,NA,2020-02-14T01:04:10Z,FALSE,NA,1228122729091436545,NA,"<a href=""https://www.tdwealth.net"" rel=""nofollow"">Old Post Gen</a>",TDWealthNet,0,FALSE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-14T01:02:03Z,FALSE,NA,1228122196633145345,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jvenlet,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-14T00:25:57Z,FALSE,NA,1228113112760561664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LordHarrington_,54,TRUE,FALSE,NA,NA
"@CaliCrypto Yes, so for myself, I do my 6% and match into the S&amp;P500 option at work.

But that's not all I have or… https://t.co/CEggDNsupU",FALSE,0,CaliCrypto,2020-02-14T00:19:02Z,TRUE,1228105289120899072,1228111368085262336,240827371,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",radigancarter,0,FALSE,FALSE,NA,NA
"RT @JFosterFM: Markets were soft o/n, US: S&amp;P500 -0.16%, DJIA -0.43%, Nasdaq -0.14%. Europe: Stoxx -0.2%, DAX -0.03%, CAC -0.19%, UK-FTSE -…",FALSE,0,NA,2020-02-14T00:15:12Z,FALSE,NA,1228110405664419840,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",shaunnalk,1,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-14T00:00:25Z,FALSE,NA,1228106685308235779,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",l220015,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:58:43Z,FALSE,NA,1228106257233395712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sstraussss,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:53:58Z,FALSE,NA,1228105060535672832,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",gercekci_V,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:52:19Z,FALSE,NA,1228104647996559360,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Techstocks3,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:50:58Z,FALSE,NA,1228104305493848065,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",i_am_andrew84,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:49:43Z,FALSE,NA,1228103991692812289,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0Logun,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:19:13Z,FALSE,NA,1228096318100271106,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bucktweet_Say,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:16:12Z,FALSE,NA,1228095559245819905,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",simbasher,54,TRUE,FALSE,NA,NA
RT @EMukumbo: I just invested in some 1nvest S&amp;P500 Info Tech Index Feeder ETF  shares through @EasyEquities. FOMO? Sign up and start: http…,FALSE,0,NA,2020-02-13T23:13:40Z,FALSE,NA,1228094920805752836,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AfricaCryptotab,15,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T23:10:24Z,FALSE,NA,1228094099456049153,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Andrewyeahnah,54,TRUE,FALSE,NA,NA
"RT @sissy_mom: Best. Endorsements. Ever.

“NOT ONE S&amp;P500 CEO is donating to Bernie Sanders

While the moderate Dems finished behind Bernie…",FALSE,0,NA,2020-02-13T22:55:20Z,FALSE,NA,1228090304575594497,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thestrawpup,9,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:55:11Z,FALSE,NA,1228090266826887169,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",singh007_speedy,54,TRUE,FALSE,NA,NA
"RT @sissy_mom: Best. Endorsements. Ever.

“NOT ONE S&amp;P500 CEO is donating to Bernie Sanders

While the moderate Dems finished behind Bernie…",FALSE,0,NA,2020-02-13T22:53:54Z,FALSE,NA,1228089945597845506,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",agski48,9,TRUE,FALSE,NA,NA
"S&amp;P500 -0.16%
Russell2000 +0.26%
SOX +0.08%
DJT -0.08%
HYG +0.03%
STOXX600 -0.02%
DAX -0.03%
FTSE -1.09%

FB +1.13%… https://t.co/hx13wCHqom",FALSE,0,NA,2020-02-13T22:51:24Z,TRUE,NA,1228089316665987072,NA,"<a href=""http://janetter.net/"" rel=""nofollow"">Janetter</a>",shimejimeshi,0,FALSE,FALSE,NA,NA
I would also like to see the faces of the presidents &amp; CEOs of S&amp;P500 and MNCs when global sales slump to an all-ti… https://t.co/HXsZ76CIbk,FALSE,0,NA,2020-02-13T22:49:58Z,TRUE,NA,1228088954336866305,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",junjijayme165,0,FALSE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:40:52Z,FALSE,NA,1228086666205724672,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pussiclaat,54,TRUE,FALSE,NA,NA
RT @AlessioUrban: *S&amp;P500 HIT NEW RECORD HIGHS ON CORONA VIRUS PESSIMISM - BBG,FALSE,0,NA,2020-02-13T22:39:50Z,FALSE,NA,1228086405282385922,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fouroaksfit,4,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:30:25Z,FALSE,NA,1228084034338787329,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LiveThinkTrade,54,TRUE,FALSE,NA,NA
"Markets were soft o/n, US: S&amp;P500 -0.16%, DJIA -0.43%, Nasdaq -0.14%. Europe: Stoxx -0.2%, DAX -0.03%, CAC -0.19%, UK-FTSE -1.09%.",FALSE,1,NA,2020-02-13T22:26:22Z,FALSE,NA,1228083018012614656,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JFosterFM,1,FALSE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:25:32Z,FALSE,NA,1228082806435151872,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CoastAndCars,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:25:05Z,FALSE,NA,1228082692798996480,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",omair82511299,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:24:49Z,FALSE,NA,1228082628093497344,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",charleyo96,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:22:29Z,FALSE,NA,1228082040593166336,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dude_gman,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:21:51Z,FALSE,NA,1228081880874045443,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GarCapital,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:16:22Z,FALSE,NA,1228080500834742273,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fichgarciapinto,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:14:29Z,FALSE,NA,1228080027587272711,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UndoneHope,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:09:22Z,FALSE,NA,1228078738232893442,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JohnCarlos,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:08:52Z,FALSE,NA,1228078610935713792,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Proflayton99,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:07:07Z,FALSE,NA,1228078173209886723,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pawan1234o,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T22:06:52Z,FALSE,NA,1228078107829166088,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OMillionaires,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T21:56:20Z,FALSE,NA,1228075458610241537,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hedgefundsrati1,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T21:49:13Z,FALSE,NA,1228073666296066049,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gypsynurse30,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T21:40:35Z,FALSE,NA,1228071495965933569,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RishardRTK,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T21:39:06Z,FALSE,NA,1228071121557295104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thewealthyape,54,TRUE,FALSE,NA,NA
@evoskuil @RussHarben Some people that acquired bitcoin early likely subjectively assessed the estimated returns of… https://t.co/l109AJ07PP,FALSE,1,evoskuil,2020-02-13T21:12:32Z,TRUE,1228062623037624321,1228064437111840790,18014632,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bezantdenier,0,FALSE,FALSE,NA,NA
"Flapping heck. Market down.

The S&amp;P500 closed at: 
3,374.21
(-0.16%)

My analysis concludes that it's because siba… https://t.co/Xn06DxcwiO",FALSE,0,NA,2020-02-13T21:00:48Z,TRUE,NA,1228061484690952193,NA,"<a href=""https://growthtesttube.com"" rel=""nofollow"">FinanceDuckBot</a>",FinanceDuck,0,FALSE,FALSE,NA,NA
"RT @CommSec: With 60mins of US trade remaining:
Dow Jones -33pts or -0.1%
S&amp;P500 +4pts or +0.1%
Nasdaq +15pts or +0.1%
#Gold+0.4% to US$1,5…",FALSE,0,NA,2020-02-13T20:59:29Z,FALSE,NA,1228061151641997312,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",StreetNewsAU,2,TRUE,FALSE,NA,NA
RT @EMukumbo: I just invested in some 1nvest S&amp;P500 Info Tech Index Feeder ETF  shares through @EasyEquities. FOMO? Sign up and start: http…,FALSE,0,NA,2020-02-13T20:43:30Z,FALSE,NA,1228057128784605184,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tsholanangm,15,TRUE,FALSE,NA,NA
"Recent stocks strength will hinge on numerous economic reports over next two days
https://t.co/3gF9kQzZDF… https://t.co/9JKoDLsI4S",FALSE,0,NA,2020-02-13T20:37:59Z,TRUE,NA,1228055741120032769,NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",TradersExpo,1,FALSE,FALSE,NA,NA
@business SEC should require CME to handover daily transactions from s&amp;p500 futures over 100k contracts holding for each entity/individual.,FALSE,0,business,2020-02-13T20:37:53Z,FALSE,1228054022902419462,1228055713840271363,34713362,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",miky076222,0,FALSE,FALSE,NA,NA
"Markets were briefly rattled yesterday by a methodology-related jump in China's coronavirus cases, but calmed overn… https://t.co/YuG5Vw6Sko",FALSE,0,NA,2020-02-13T20:34:19Z,TRUE,NA,1228054818658254848,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Robert__Rennie,0,FALSE,FALSE,NA,NA
RT @AlessioUrban: *S&amp;P500 HIT NEW RECORD HIGHS ON CORONA VIRUS PESSIMISM - BBG,FALSE,0,NA,2020-02-13T20:22:58Z,FALSE,NA,1228051964090572804,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LaurentChevalSE,4,TRUE,FALSE,NA,NA
RT @AlessioUrban: *S&amp;P500 HIT NEW RECORD HIGHS ON CORONA VIRUS PESSIMISM - BBG,FALSE,0,NA,2020-02-13T20:20:38Z,FALSE,NA,1228051375688474625,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mlytle0,4,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T20:19:31Z,FALSE,NA,1228051095009796101,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TVannuzzi,54,TRUE,FALSE,NA,NA
"RT @CommSec: With 60mins of US trade remaining:
Dow Jones -33pts or -0.1%
S&amp;P500 +4pts or +0.1%
Nasdaq +15pts or +0.1%
#Gold+0.4% to US$1,5…",FALSE,0,NA,2020-02-13T20:19:13Z,FALSE,NA,1228051016433582080,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ASXwatcher007,2,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T20:11:18Z,FALSE,NA,1228049025116577792,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TrueTrumper,54,TRUE,FALSE,NA,NA
RT @UPBOptionMil: BREAKING:  The CDC is checking the S&amp;P500 to see why its immune to Virus,FALSE,0,NA,2020-02-13T20:07:44Z,FALSE,NA,1228048129183961088,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",UndiscoveredEq1,54,TRUE,FALSE,NA,NA
RT @EMukumbo: I just invested in some 1nvest S&amp;P500 Info Tech Index Feeder ETF  shares through @EasyEquities. FOMO? Sign up and start: http…,FALSE,0,NA,2020-02-13T20:06:20Z,FALSE,NA,1228047776082202625,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",naomimolepo,15,TRUE,FALSE,NA,NA
"RT @sissy_mom: Best. Endorsements. Ever.

“NOT ONE S&amp;P500 CEO is donating to Bernie Sanders

While the moderate Dems finished behind Bernie…",FALSE,0,NA,2020-02-13T20:04:31Z,FALSE,NA,1228047317128929280,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JohnGetman1,9,TRUE,FALSE,NA,NA
"With 60mins of US trade remaining:
Dow Jones -33pts or -0.1%
S&amp;P500 +4pts or +0.1%
Nasdaq +15pts or +0.1%
#Gold+0.4… https://t.co/JbEFo9Z84A",FALSE,2,NA,2020-02-13T20:03:03Z,TRUE,NA,1228046951213490177,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",CommSec,2,FALSE,FALSE,NA,NA
"RT @sissy_mom: Best. Endorsements. Ever.

“NOT ONE S&amp;P500 CEO is donating to Bernie Sanders

While the moderate Dems finished behind Bernie…",FALSE,0,NA,2020-02-13T20:02:58Z,FALSE,NA,1228046929281634306,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EatCryVote,9,TRUE,FALSE,NA,NA
"RT @sissy_mom: Best. Endorsements. Ever.

“NOT ONE S&amp;P500 CEO is donating to Bernie Sanders

While the moderate Dems finished behind Bernie…",FALSE,0,NA,2020-02-13T20:00:22Z,FALSE,NA,1228046276232499200,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",StateBanjo,9,TRUE,FALSE,NA,NA
"RT @sissy_mom: Best. Endorsements. Ever.

“NOT ONE S&amp;P500 CEO is donating to Bernie Sanders

While the moderate Dems finished behind Bernie…",FALSE,0,NA,2020-02-13T19:58:46Z,FALSE,NA,1228045869972217857,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",janieo,9,TRUE,FALSE,NA,NA
RT @EMukumbo: I just invested in some 1nvest S&amp;P500 Info Tech Index Feeder ETF  shares through @EasyEquities. FOMO? Sign up and start: http…,FALSE,0,NA,2020-02-13T19:36:11Z,FALSE,NA,1228040188946976771,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MichelleZozo,15,TRUE,FALSE,NA,NA
@MarekZee @MarketWatch As you type that on a device made by a S&amp;P500 company that’s making your life better...,FALSE,0,MarekZee,2020-02-13T19:34:39Z,FALSE,1228038569660272640,1228039802055991297,15568860,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",RedStateMojo,0,FALSE,FALSE,NA,NA
"@TheIpHawk 1 month ago, the S&amp;P500 was at $3285 and near a high PE, since, record bankruptcy month, from 25 to 60K… https://t.co/M9xNJyRJsa",FALSE,1,TheIpHawk,2020-02-13T19:32:28Z,TRUE,1228037347335442433,1228039252451221511,1871450522,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",abaumli,0,FALSE,FALSE,NA,NA
